SERVICE_ID;SERVICENAME;SERVICETIME;CLIENT_ID
2;Социально-правовые;13.12.2022;910
2;Социально-правовые;03.12.2022;1120
1;Социально-экономические;24.11.2022;505
3;Социально-психологические;04.11.2022;2279
2;Социально-правовые;11.04.2022;141
3;Социально-психологические;11.10.2022;1684
4;Социально-медицинские;12.12.2022;1144
1;Социально-экономические;30.10.2022;1577
3;Социально-психологические;11.04.2022;762
3;Социально-психологические;09.04.2022;319
1;Социально-экономические;04.02.2022;1786
1;Социально-экономические;09.10.2022;512
1;Социально-экономические;27.03.2022;860
3;Социально-психологические;01.12.2022;389
1;Социально-экономические;11.04.2022;1244
1;Социально-экономические;18.12.2022;2088
1;Социально-экономические;20.11.2022;1945
2;Социально-правовые;16.10.2022;469
3;Социально-психологические;10.04.2022;961
1;Социально-экономические;13.12.2022;98
1;Социально-экономические;12.04.2022;1789
2;Социально-правовые;20.02.2022;1711
2;Социально-правовые;13.02.2022;1778
1;Социально-экономические;02.04.2022;1492
3;Социально-психологические;30.10.2022;2035
1;Социально-экономические;11.03.2022;889
2;Социально-правовые;17.09.2022;467
2;Социально-правовые;22.02.2022;569
1;Социально-экономические;26.02.2022;120
2;Социально-правовые;10.12.2022;2046
2;Социально-правовые;22.09.2022;1104
3;Социально-психологические;13.03.2022;1079
3;Социально-психологические;23.02.2022;1377
1;Социально-экономические;20.04.2022;649
2;Социально-правовые;19.03.2022;1112
2;Социально-правовые;01.10.2022;1989
1;Социально-экономические;06.12.2022;1517
1;Социально-экономические;17.04.2022;2209
3;Социально-психологические;12.04.2022;892
2;Социально-правовые;29.04.2022;276
2;Социально-правовые;04.03.2022;48
1;Социально-экономические;14.11.2022;2340
3;Социально-психологические;13.02.2022;1752
3;Социально-психологические;25.12.2022;1845
2;Социально-правовые;01.11.2022;1253
2;Социально-правовые;24.04.2022;1935
2;Социально-правовые;19.10.2022;368
1;Социально-экономические;16.09.2022;602
2;Социально-правовые;12.09.2022;2287
2;Социально-правовые;24.04.2022;946
1;Социально-экономические;12.11.2022;1686
1;Социально-экономические;25.11.2022;863
2;Социально-правовые;20.04.2022;292
3;Социально-психологические;27.04.2022;2266
2;Социально-правовые;23.02.2022;119
3;Социально-психологические;08.10.2022;454
3;Социально-психологические;26.11.2022;168
3;Социально-психологические;16.11.2022;1731
3;Социально-психологические;16.09.2022;344
2;Социально-правовые;16.09.2022;1998
2;Социально-правовые;05.09.2022;213
3;Социально-психологические;01.09.2022;590
1;Социально-экономические;11.03.2022;656
1;Социально-экономические;29.12.2022;493
2;Социально-правовые;02.02.2022;1904
1;Социально-экономические;23.11.2022;54
2;Социально-правовые;17.11.2022;1525
2;Социально-правовые;11.04.2022;1921
1;Социально-экономические;02.04.2022;2291
1;Социально-экономические;04.04.2022;131
1;Социально-экономические;11.02.2022;670
2;Социально-правовые;08.10.2022;2118
1;Социально-экономические;05.04.2022;132
2;Социально-правовые;26.04.2022;197
2;Социально-правовые;12.11.2022;2284
2;Социально-правовые;04.02.2022;1105
3;Социально-психологические;27.04.2022;330
3;Социально-психологические;01.04.2022;2282
3;Социально-психологические;04.03.2022;1674
2;Социально-правовые;04.02.2022;1134
1;Социально-экономические;26.12.2022;2279
1;Социально-экономические;26.03.2022;534
1;Социально-экономические;02.04.2022;614
3;Социально-психологические;11.04.2022;2148
2;Социально-правовые;06.10.2022;1239
1;Социально-экономические;04.04.2022;2161
2;Социально-правовые;31.12.2022;1856
1;Социально-экономические;14.02.2022;298
1;Социально-экономические;24.04.2022;281
2;Социально-правовые;14.12.2022;1637
1;Социально-экономические;02.11.2022;523
5;Социально-бытовые;12.12.2022;206
3;Социально-психологические;24.09.2022;101
1;Социально-экономические;10.02.2022;1992
2;Социально-правовые;10.11.2022;1927
2;Социально-правовые;30.12.2022;1763
2;Социально-правовые;21.12.2022;1098
3;Социально-психологические;15.04.2022;939
2;Социально-правовые;05.04.2022;1537
3;Социально-психологические;21.11.2022;257
2;Социально-правовые;20.03.2022;801
2;Социально-правовые;17.02.2022;1495
2;Социально-правовые;02.12.2022;1154
1;Социально-экономические;12.02.2022;274
3;Социально-психологические;31.10.2022;1301
3;Социально-психологические;23.11.2022;2277
1;Социально-экономические;17.12.2022;1674
1;Социально-экономические;16.11.2022;1005
1;Социально-экономические;01.02.2022;2235
3;Социально-психологические;22.09.2022;1913
1;Социально-экономические;01.04.2022;1826
2;Социально-правовые;12.02.2022;548
1;Социально-экономические;13.03.2022;789
3;Социально-психологические;21.03.2022;1128
1;Социально-экономические;29.03.2022;1152
3;Социально-психологические;13.11.2022;1347
2;Социально-правовые;22.04.2022;951
2;Социально-правовые;11.12.2022;1283
5;Социально-бытовые;25.12.2022;2038
2;Социально-правовые;17.11.2022;2227
3;Социально-психологические;13.11.2022;233
3;Социально-психологические;24.09.2022;1396
2;Социально-правовые;27.04.2022;723
1;Социально-экономические;20.09.2022;442
3;Социально-психологические;25.12.2022;899
1;Социально-экономические;21.04.2022;618
1;Социально-экономические;27.12.2022;1222
1;Социально-экономические;17.12.2022;1675
3;Социально-психологические;26.11.2022;2357
1;Социально-экономические;22.04.2022;250
2;Социально-правовые;27.12.2022;352
1;Социально-экономические;08.12.2022;519
2;Социально-правовые;11.12.2022;200
1;Социально-экономические;13.11.2022;698
2;Социально-правовые;16.10.2022;829
2;Социально-правовые;20.04.2022;74
1;Социально-экономические;28.04.2022;1553
3;Социально-психологические;09.02.2022;1783
2;Социально-правовые;29.03.2022;233
1;Социально-экономические;12.12.2022;1696
1;Социально-экономические;17.10.2022;1282
1;Социально-экономические;13.03.2022;1208
2;Социально-правовые;04.12.2022;1174
2;Социально-правовые;02.04.2022;335
3;Социально-психологические;25.10.2022;1166
1;Социально-экономические;11.02.2022;655
2;Социально-правовые;28.11.2022;1647
2;Социально-правовые;21.09.2022;1650
2;Социально-правовые;01.11.2022;1912
1;Социально-экономические;07.02.2022;1753
2;Социально-правовые;29.04.2022;1075
2;Социально-правовые;11.02.2022;1968
3;Социально-психологические;25.02.2022;1540
3;Социально-психологические;09.03.2022;1538
1;Социально-экономические;28.11.2022;2220
3;Социально-психологические;13.04.2022;162
3;Социально-психологические;05.09.2022;1990
2;Социально-правовые;15.04.2022;4
3;Социально-психологические;04.10.2022;641
1;Социально-экономические;20.04.2022;1457
2;Социально-правовые;15.12.2022;955
2;Социально-правовые;25.10.2022;1181
2;Социально-правовые;20.11.2022;885
2;Социально-правовые;12.12.2022;455
3;Социально-психологические;28.03.2022;77
1;Социально-экономические;16.02.2022;292
3;Социально-психологические;30.04.2022;1649
2;Социально-правовые;17.11.2022;97
2;Социально-правовые;25.02.2022;747
2;Социально-правовые;28.11.2022;11
3;Социально-психологические;23.04.2022;370
1;Социально-экономические;16.04.2022;1294
1;Социально-экономические;06.10.2022;1781
1;Социально-экономические;12.03.2022;2033
3;Социально-психологические;26.12.2022;2001
1;Социально-экономические;14.11.2022;2014
3;Социально-психологические;01.02.2022;1006
1;Социально-экономические;03.10.2022;1968
1;Социально-экономические;25.12.2022;330
1;Социально-экономические;24.03.2022;886
2;Социально-правовые;30.12.2022;1314
2;Социально-правовые;07.03.2022;2052
3;Социально-психологические;05.11.2022;2000
2;Социально-правовые;08.03.2022;1987
1;Социально-экономические;21.02.2022;535
2;Социально-правовые;21.12.2022;827
2;Социально-правовые;30.11.2022;362
2;Социально-правовые;21.04.2022;213
2;Социально-правовые;28.12.2022;1680
2;Социально-правовые;17.09.2022;887
2;Социально-правовые;18.03.2022;1712
3;Социально-психологические;25.03.2022;1223
1;Социально-экономические;06.09.2022;492
2;Социально-правовые;18.12.2022;443
3;Социально-психологические;04.03.2022;685
1;Социально-экономические;15.11.2022;1772
1;Социально-экономические;25.12.2022;1909
1;Социально-экономические;20.11.2022;41
2;Социально-правовые;02.12.2022;117
3;Социально-психологические;07.04.2022;243
3;Социально-психологические;09.12.2022;1983
3;Социально-психологические;08.09.2022;949
1;Социально-экономические;14.11.2022;1545
1;Социально-экономические;28.12.2022;877
3;Социально-психологические;24.09.2022;765
2;Социально-правовые;29.11.2022;2053
3;Социально-психологические;21.04.2022;2262
3;Социально-психологические;12.04.2022;1088
2;Социально-правовые;17.03.2022;1016
2;Социально-правовые;22.02.2022;1786
1;Социально-экономические;23.09.2022;1161
1;Социально-экономические;21.11.2022;1795
2;Социально-правовые;17.11.2022;693
1;Социально-экономические;21.11.2022;495
2;Социально-правовые;07.10.2022;1368
1;Социально-экономические;14.11.2022;354
1;Социально-экономические;27.12.2022;1362
2;Социально-правовые;10.04.2022;2052
3;Социально-психологические;12.04.2022;1277
2;Социально-правовые;02.10.2022;1263
1;Социально-экономические;11.09.2022;2234
2;Социально-правовые;21.12.2022;379
1;Социально-экономические;16.04.2022;204
3;Социально-психологические;07.03.2022;1997
1;Социально-экономические;10.11.2022;1818
2;Социально-правовые;04.12.2022;637
2;Социально-правовые;25.04.2022;1898
1;Социально-экономические;24.09.2022;427
1;Социально-экономические;23.12.2022;2234
2;Социально-правовые;21.12.2022;566
1;Социально-экономические;12.04.2022;428
2;Социально-правовые;14.10.2022;541
1;Социально-экономические;02.02.2022;474
1;Социально-экономические;20.02.2022;274
2;Социально-правовые;25.02.2022;681
2;Социально-правовые;13.03.2022;1794
3;Социально-психологические;04.10.2022;795
1;Социально-экономические;14.10.2022;546
3;Социально-психологические;21.02.2022;2252
2;Социально-правовые;29.03.2022;2106
1;Социально-экономические;26.02.2022;2283
3;Социально-психологические;27.11.2022;1584
1;Социально-экономические;23.03.2022;1565
1;Социально-экономические;30.12.2022;1036
3;Социально-психологические;13.11.2022;2107
3;Социально-психологические;24.04.2022;21
2;Социально-правовые;28.02.2022;1349
2;Социально-правовые;15.03.2022;750
2;Социально-правовые;24.02.2022;124
1;Социально-экономические;25.04.2022;1272
3;Социально-психологические;16.10.2022;187
1;Социально-экономические;06.04.2022;1150
2;Социально-правовые;06.09.2022;127
1;Социально-экономические;02.03.2022;1393
2;Социально-правовые;29.12.2022;2139
3;Социально-психологические;04.11.2022;279
1;Социально-экономические;04.12.2022;383
1;Социально-экономические;02.02.2022;1755
2;Социально-правовые;01.12.2022;331
1;Социально-экономические;03.11.2022;423
2;Социально-правовые;26.04.2022;814
1;Социально-экономические;23.10.2022;2299
2;Социально-правовые;24.10.2022;1540
3;Социально-психологические;24.10.2022;371
2;Социально-правовые;02.11.2022;1267
1;Социально-экономические;24.10.2022;1009
1;Социально-экономические;04.09.2022;2025
3;Социально-психологические;09.12.2022;987
3;Социально-психологические;11.04.2022;1867
2;Социально-правовые;28.11.2022;1199
1;Социально-экономические;24.09.2022;1240
1;Социально-экономические;11.10.2022;2241
3;Социально-психологические;24.10.2022;1786
3;Социально-психологические;02.12.2022;98
1;Социально-экономические;14.12.2022;1931
3;Социально-психологические;16.03.2022;1272
3;Социально-психологические;10.02.2022;920
2;Социально-правовые;28.11.2022;1674
1;Социально-экономические;03.03.2022;1053
2;Социально-правовые;21.02.2022;15
2;Социально-правовые;20.10.2022;1569
2;Социально-правовые;10.10.2022;536
1;Социально-экономические;04.04.2022;85
3;Социально-психологические;19.11.2022;933
3;Социально-психологические;15.09.2022;2368
2;Социально-правовые;20.09.2022;1534
1;Социально-экономические;23.12.2022;199
3;Социально-психологические;29.10.2022;481
1;Социально-экономические;09.11.2022;1632
1;Социально-экономические;02.11.2022;1431
3;Социально-психологические;21.03.2022;850
2;Социально-правовые;03.02.2022;1961
1;Социально-экономические;09.02.2022;141
2;Социально-правовые;04.12.2022;921
1;Социально-экономические;15.12.2022;1568
2;Социально-правовые;12.02.2022;278
1;Социально-экономические;13.03.2022;2153
1;Социально-экономические;11.04.2022;234
1;Социально-экономические;09.09.2022;2091
1;Социально-экономические;15.12.2022;2211
2;Социально-правовые;25.03.2022;40
1;Социально-экономические;23.11.2022;132
2;Социально-правовые;11.04.2022;723
1;Социально-экономические;27.04.2022;2241
1;Социально-экономические;28.03.2022;1294
1;Социально-экономические;28.03.2022;703
1;Социально-экономические;25.10.2022;1620
2;Социально-правовые;27.11.2022;3
1;Социально-экономические;17.04.2022;936
3;Социально-психологические;12.04.2022;1323
1;Социально-экономические;11.11.2022;1970
2;Социально-правовые;02.04.2022;1089
2;Социально-правовые;31.01.2022;648
1;Социально-экономические;01.02.2022;648
1;Социально-экономические;23.12.2022;648
2;Социально-правовые;17.02.2022;1381
1;Социально-экономические;01.04.2022;744
1;Социально-экономические;11.11.2022;1894
3;Социально-психологические;03.11.2022;2106
1;Социально-экономические;07.10.2022;1372
1;Социально-экономические;16.04.2022;1815
3;Социально-психологические;05.12.2022;655
1;Социально-экономические;11.12.2022;319
2;Социально-правовые;17.11.2022;1222
2;Социально-правовые;14.12.2022;643
1;Социально-экономические;29.12.2022;1556
3;Социально-психологические;14.03.2022;639
3;Социально-психологические;10.11.2022;389
3;Социально-психологические;16.10.2022;2230
3;Социально-психологические;20.12.2022;641
1;Социально-экономические;11.12.2022;1144
1;Социально-экономические;04.04.2022;302
2;Социально-правовые;03.12.2022;1261
1;Социально-экономические;15.02.2022;2027
3;Социально-психологические;16.02.2022;564
2;Социально-правовые;27.09.2022;144
1;Социально-экономические;18.09.2022;290
1;Социально-экономические;10.10.2022;1045
1;Социально-экономические;23.09.2022;1127
2;Социально-правовые;03.03.2022;2258
1;Социально-экономические;08.04.2022;1793
3;Социально-психологические;10.11.2022;151
3;Социально-психологические;12.04.2022;1323
3;Социально-психологические;17.10.2022;1408
1;Социально-экономические;21.01.2022;141
1;Социально-экономические;03.02.2022;1508
2;Социально-правовые;11.04.2022;1068
1;Социально-экономические;09.11.2022;647
2;Социально-правовые;15.11.2022;2286
1;Социально-экономические;17.10.2022;495
3;Социально-психологические;18.12.2022;23
2;Социально-правовые;29.11.2022;222
1;Социально-экономические;23.11.2022;336
3;Социально-психологические;20.02.2022;670
2;Социально-правовые;01.03.2022;1219
1;Социально-экономические;21.09.2022;1922
2;Социально-правовые;19.12.2022;1028
1;Социально-экономические;27.12.2022;752
2;Социально-правовые;10.12.2022;2304
1;Социально-экономические;21.12.2022;1987
2;Социально-правовые;03.04.2022;1340
2;Социально-правовые;22.03.2022;756
1;Социально-экономические;26.12.2022;441
3;Социально-психологические;25.11.2022;2324
2;Социально-правовые;17.01.2022;1275
2;Социально-правовые;18.04.2022;1911
3;Социально-психологические;16.11.2022;1969
3;Социально-психологические;28.03.2022;600
2;Социально-правовые;24.12.2022;1916
1;Социально-экономические;08.04.2022;739
1;Социально-экономические;02.03.2022;2271
1;Социально-экономические;20.11.2022;674
1;Социально-экономические;01.02.2022;1467
2;Социально-правовые;09.04.2022;1390
3;Социально-психологические;28.11.2022;519
3;Социально-психологические;27.04.2022;2028
3;Социально-психологические;30.03.2022;1488
1;Социально-экономические;14.12.2022;559
2;Социально-правовые;21.12.2022;1799
2;Социально-правовые;29.12.2022;978
1;Социально-экономические;24.02.2022;741
1;Социально-экономические;30.11.2022;717
2;Социально-правовые;19.02.2022;2324
2;Социально-правовые;03.09.2022;1761
1;Социально-экономические;12.02.2022;40
3;Социально-психологические;11.04.2022;751
2;Социально-правовые;19.12.2022;224
3;Социально-психологические;23.04.2022;1162
2;Социально-правовые;29.11.2022;1303
2;Социально-правовые;17.12.2022;1100
2;Социально-правовые;24.02.2022;2055
2;Социально-правовые;30.10.2022;935
2;Социально-правовые;04.11.2022;1915
1;Социально-экономические;17.11.2022;407
5;Социально-бытовые;28.01.2022;90
1;Социально-экономические;13.09.2022;739
2;Социально-правовые;13.12.2022;38
2;Социально-правовые;13.01.2022;1656
2;Социально-правовые;24.11.2022;1220
1;Социально-экономические;14.01.2022;752
2;Социально-правовые;28.11.2022;2088
1;Социально-экономические;30.04.2022;1879
3;Социально-психологические;20.12.2022;257
3;Социально-психологические;19.12.2022;1390
1;Социально-экономические;03.11.2022;1673
2;Социально-правовые;02.12.2022;1805
1;Социально-экономические;25.10.2022;1583
3;Социально-психологические;01.04.2022;1024
2;Социально-правовые;23.03.2022;1881
1;Социально-экономические;23.09.2022;1714
1;Социально-экономические;06.10.2022;1907
1;Социально-экономические;18.04.2022;1938
2;Социально-правовые;06.12.2022;27
2;Социально-правовые;02.12.2022;991
3;Социально-психологические;29.04.2022;1518
5;Социально-бытовые;02.12.2022;2241
2;Социально-правовые;19.04.2022;1683
2;Социально-правовые;26.04.2022;1701
2;Социально-правовые;12.04.2022;1756
3;Социально-психологические;24.02.2022;5
1;Социально-экономические;24.09.2022;551
3;Социально-психологические;17.12.2022;1205
3;Социально-психологические;16.04.2022;527
2;Социально-правовые;30.03.2022;2083
2;Социально-правовые;26.02.2022;655
3;Социально-психологические;07.10.2022;670
3;Социально-психологические;27.03.2022;460
3;Социально-психологические;30.04.2022;2318
1;Социально-экономические;03.11.2022;2078
3;Социально-психологические;02.09.2022;899
1;Социально-экономические;29.04.2022;1112
2;Социально-правовые;10.03.2022;734
2;Социально-правовые;09.04.2022;978
1;Социально-экономические;10.12.2022;1482
3;Социально-психологические;21.11.2022;1628
2;Социально-правовые;12.04.2022;1160
1;Социально-экономические;18.04.2022;274
3;Социально-психологические;09.09.2022;893
3;Социально-психологические;01.04.2022;1700
3;Социально-психологические;14.04.2022;963
2;Социально-правовые;25.03.2022;1774
1;Социально-экономические;13.12.2022;1939
1;Социально-экономические;15.09.2022;1113
2;Социально-правовые;23.01.2022;1119
2;Социально-правовые;04.12.2022;637
3;Социально-психологические;21.04.2022;1373
2;Социально-правовые;02.02.2022;914
3;Социально-психологические;12.02.2022;1029
3;Социально-психологические;21.12.2022;459
3;Социально-психологические;20.02.2022;220
1;Социально-экономические;11.12.2022;1955
3;Социально-психологические;01.10.2022;1123
1;Социально-экономические;20.02.2022;2370
1;Социально-экономические;26.11.2022;2359
2;Социально-правовые;10.04.2022;626
3;Социально-психологические;29.12.2022;2214
3;Социально-психологические;09.12.2022;1618
3;Социально-психологические;02.11.2022;438
3;Социально-психологические;12.02.2022;84
3;Социально-психологические;15.02.2022;1552
1;Социально-экономические;30.11.2022;466
3;Социально-психологические;14.01.2022;1132
3;Социально-психологические;11.12.2022;788
3;Социально-психологические;04.04.2022;332
3;Социально-психологические;21.12.2022;2188
3;Социально-психологические;26.04.2022;375
3;Социально-психологические;13.10.2022;43
3;Социально-психологические;28.11.2022;2215
2;Социально-правовые;21.11.2022;660
3;Социально-психологические;04.09.2022;341
1;Социально-экономические;05.03.2022;1048
1;Социально-экономические;27.12.2022;1288
2;Социально-правовые;21.11.2022;1206
3;Социально-психологические;14.09.2022;1632
1;Социально-экономические;27.02.2022;756
3;Социально-психологические;02.11.2022;1247
1;Социально-экономические;17.09.2022;2310
1;Социально-экономические;09.03.2022;239
2;Социально-правовые;07.12.2022;2292
1;Социально-экономические;28.02.2022;342
1;Социально-экономические;01.09.2022;1957
1;Социально-экономические;30.03.2022;99
1;Социально-экономические;16.02.2022;647
1;Социально-экономические;15.04.2022;2098
2;Социально-правовые;02.04.2022;2
2;Социально-правовые;17.04.2022;412
3;Социально-психологические;20.01.2022;372
2;Социально-правовые;04.11.2022;909
1;Социально-экономические;11.09.2022;36
1;Социально-экономические;11.09.2022;722
1;Социально-экономические;26.03.2022;1863
1;Социально-экономические;06.12.2022;573
1;Социально-экономические;01.02.2022;1566
2;Социально-правовые;21.03.2022;1822
1;Социально-экономические;19.11.2022;1055
1;Социально-экономические;20.12.2022;1130
2;Социально-правовые;07.12.2022;1801
2;Социально-правовые;22.11.2022;1831
2;Социально-правовые;16.12.2022;626
1;Социально-экономические;20.11.2022;1995
1;Социально-экономические;16.12.2022;273
3;Социально-психологические;30.01.2022;1166
1;Социально-экономические;28.09.2022;97
1;Социально-экономические;29.04.2022;858
2;Социально-правовые;16.10.2022;1386
2;Социально-правовые;01.10.2022;1514
2;Социально-правовые;12.09.2022;1012
1;Социально-экономические;14.02.2022;2247
1;Социально-экономические;02.12.2022;17
1;Социально-экономические;24.10.2022;228
2;Социально-правовые;30.12.2022;1952
1;Социально-экономические;09.04.2022;1736
1;Социально-экономические;30.04.2022;818
1;Социально-экономические;16.04.2022;2084
2;Социально-правовые;09.12.2022;1096
1;Социально-экономические;04.02.2022;569
1;Социально-экономические;02.09.2022;2239
1;Социально-экономические;28.02.2022;1578
1;Социально-экономические;15.02.2022;1118
1;Социально-экономические;27.10.2022;1156
1;Социально-экономические;16.10.2022;1730
1;Социально-экономические;23.11.2022;1029
1;Социально-экономические;17.04.2022;2095
1;Социально-экономические;02.02.2022;1004
1;Социально-экономические;14.02.2022;1585
1;Социально-экономические;23.12.2022;1132
2;Социально-правовые;24.12.2022;851
2;Социально-правовые;11.04.2022;157
1;Социально-экономические;11.11.2022;276
1;Социально-экономические;27.04.2022;1546
3;Социально-психологические;04.12.2022;1759
1;Социально-экономические;06.02.2022;2301
1;Социально-экономические;22.12.2022;403
1;Социально-экономические;16.04.2022;486
1;Социально-экономические;22.12.2022;1635
1;Социально-экономические;10.10.2022;104
1;Социально-экономические;17.04.2022;1270
1;Социально-экономические;04.02.2022;242
2;Социально-правовые;22.11.2022;398
1;Социально-экономические;04.02.2022;1102
1;Социально-экономические;13.01.2022;1866
1;Социально-экономические;27.03.2022;923
1;Социально-экономические;13.10.2022;2280
1;Социально-экономические;02.09.2022;1004
1;Социально-экономические;17.02.2022;2257
1;Социально-экономические;20.09.2022;1495
2;Социально-правовые;02.12.2022;910
1;Социально-экономические;22.02.2022;1380
1;Социально-экономические;19.12.2022;337
2;Социально-правовые;30.12.2022;1802
2;Социально-правовые;11.04.2022;1867
1;Социально-экономические;25.11.2022;1486
1;Социально-экономические;10.03.2022;123
3;Социально-психологические;17.12.2022;1819
1;Социально-экономические;09.11.2022;881
1;Социально-экономические;16.12.2022;136
2;Социально-правовые;20.11.2022;2001
1;Социально-экономические;28.12.2022;2193
1;Социально-экономические;09.02.2022;1390
2;Социально-правовые;10.11.2022;317
2;Социально-правовые;18.12.2022;1818
1;Социально-экономические;04.04.2022;1759
1;Социально-экономические;08.03.2022;1410
1;Социально-экономические;15.11.2022;87
2;Социально-правовые;28.04.2022;2308
1;Социально-экономические;24.04.2022;1965
1;Социально-экономические;10.10.2022;1426
1;Социально-экономические;07.09.2022;2268
3;Социально-психологические;31.12.2022;1286
1;Социально-экономические;13.04.2022;109
1;Социально-экономические;16.04.2022;2224
1;Социально-экономические;18.10.2022;1813
3;Социально-психологические;24.03.2022;319
3;Социально-психологические;10.12.2022;1943
3;Социально-психологические;28.10.2022;1816
3;Социально-психологические;19.12.2022;116
1;Социально-экономические;04.04.2022;653
2;Социально-правовые;28.12.2022;2125
3;Социально-психологические;09.12.2022;1272
2;Социально-правовые;05.09.2022;804
2;Социально-правовые;17.04.2022;651
3;Социально-психологические;16.01.2022;2218
2;Социально-правовые;09.12.2022;296
2;Социально-правовые;19.10.2022;2366
3;Социально-психологические;01.03.2022;42
1;Социально-экономические;28.11.2022;1667
3;Социально-психологические;22.12.2022;59
3;Социально-психологические;20.04.2022;869
1;Социально-экономические;18.12.2022;1818
2;Социально-правовые;12.10.2022;1920
3;Социально-психологические;08.11.2022;1796
2;Социально-правовые;30.01.2022;1104
2;Социально-правовые;14.11.2022;847
3;Социально-психологические;05.12.2022;418
1;Социально-экономические;25.02.2022;319
3;Социально-психологические;18.10.2022;1690
3;Социально-психологические;17.12.2022;363
1;Социально-экономические;22.03.2022;1760
1;Социально-экономические;27.04.2022;1842
3;Социально-психологические;18.03.2022;156
1;Социально-экономические;02.12.2022;2224
3;Социально-психологические;13.10.2022;2363
3;Социально-психологические;11.04.2022;263
2;Социально-правовые;16.10.2022;1485
3;Социально-психологические;25.12.2022;1537
2;Социально-правовые;08.12.2022;277
3;Социально-психологические;03.04.2022;2213
1;Социально-экономические;21.04.2022;487
1;Социально-экономические;05.03.2022;833
3;Социально-психологические;12.02.2022;576
1;Социально-экономические;04.11.2022;1412
3;Социально-психологические;05.09.2022;155
3;Социально-психологические;29.11.2022;433
3;Социально-психологические;01.04.2022;1021
1;Социально-экономические;17.02.2022;12
3;Социально-психологические;02.09.2022;1871
3;Социально-психологические;12.12.2022;838
1;Социально-экономические;21.12.2022;209
3;Социально-психологические;19.01.2022;1484
3;Социально-психологические;18.11.2022;1424
3;Социально-психологические;18.11.2022;981
3;Социально-психологические;13.04.2022;1554
3;Социально-психологические;16.04.2022;1254
1;Социально-экономические;10.09.2022;510
3;Социально-психологические;04.02.2022;1918
3;Социально-психологические;06.12.2022;1626
3;Социально-психологические;26.11.2022;555
3;Социально-психологические;03.11.2022;1235
3;Социально-психологические;17.09.2022;1537
3;Социально-психологические;04.02.2022;289
3;Социально-психологические;19.04.2022;445
1;Социально-экономические;28.11.2022;2135
3;Социально-психологические;24.10.2022;1847
2;Социально-правовые;18.04.2022;1318
3;Социально-психологические;24.11.2022;2162
2;Социально-правовые;24.04.2022;419
3;Социально-психологические;24.10.2022;2073
3;Социально-психологические;11.11.2022;1168
1;Социально-экономические;29.03.2022;319
2;Социально-правовые;22.09.2022;2200
2;Социально-правовые;17.01.2022;1831
3;Социально-психологические;07.02.2022;1658
2;Социально-правовые;06.09.2022;2077
2;Социально-правовые;08.11.2022;680
3;Социально-психологические;04.02.2022;778
3;Социально-психологические;24.10.2022;1468
3;Социально-психологические;03.03.2022;2049
3;Социально-психологические;23.01.2022;624
2;Социально-правовые;20.10.2022;646
3;Социально-психологические;28.04.2022;1614
3;Социально-психологические;26.02.2022;831
3;Социально-психологические;30.01.2022;1114
3;Социально-психологические;02.04.2022;94
3;Социально-психологические;02.04.2022;766
3;Социально-психологические;02.11.2022;2368
1;Социально-экономические;23.04.2022;592
1;Социально-экономические;22.01.2022;1522
2;Социально-правовые;20.09.2022;284
3;Социально-психологические;03.10.2022;1584
1;Социально-экономические;28.11.2022;681
2;Социально-правовые;22.02.2022;2206
2;Социально-правовые;27.02.2022;1846
2;Социально-правовые;03.09.2022;2109
2;Социально-правовые;16.09.2022;1147
3;Социально-психологические;27.04.2022;1854
3;Социально-психологические;19.10.2022;161
3;Социально-психологические;10.02.2022;1540
2;Социально-правовые;05.03.2022;975
3;Социально-психологические;04.11.2022;873
1;Социально-экономические;13.11.2022;192
2;Социально-правовые;11.09.2022;2246
2;Социально-правовые;27.12.2022;1339
3;Социально-психологические;13.02.2022;485
3;Социально-психологические;14.02.2022;491
3;Социально-психологические;16.02.2022;655
3;Социально-психологические;10.10.2022;655
3;Социально-психологические;08.03.2022;655
1;Социально-экономические;24.10.2022;1119
3;Социально-психологические;13.12.2022;1925
2;Социально-правовые;23.12.2022;183
3;Социально-психологические;27.10.2022;632
2;Социально-правовые;30.11.2022;854
3;Социально-психологические;21.10.2022;692
3;Социально-психологические;25.01.2022;2195
2;Социально-правовые;12.09.2022;793
2;Социально-правовые;19.02.2022;51
2;Социально-правовые;28.10.2022;1418
3;Социально-психологические;24.10.2022;1279
3;Социально-психологические;08.10.2022;2322
3;Социально-психологические;02.04.2022;1716
3;Социально-психологические;23.09.2022;623
3;Социально-психологические;13.12.2022;1537
1;Социально-экономические;25.12.2022;207
3;Социально-психологические;01.02.2022;2109
3;Социально-психологические;30.11.2022;1970
1;Социально-экономические;02.12.2022;1248
3;Социально-психологические;21.12.2022;611
2;Социально-правовые;10.03.2022;719
1;Социально-экономические;22.01.2022;1908
2;Социально-правовые;22.02.2022;1486
3;Социально-психологические;01.11.2022;132
1;Социально-экономические;17.10.2022;1241
1;Социально-экономические;09.04.2022;1073
3;Социально-психологические;23.10.2022;1927
3;Социально-психологические;27.01.2022;2144
3;Социально-психологические;15.01.2022;934
3;Социально-психологические;30.04.2022;683
3;Социально-психологические;23.12.2022;702
2;Социально-правовые;17.03.2022;1433
3;Социально-психологические;30.01.2022;1301
2;Социально-правовые;14.02.2022;365
2;Социально-правовые;01.12.2022;1836
3;Социально-психологические;13.11.2022;1462
