COMPANY_NAME;CLIENT_ID;RATE
Социальная организация №1;928;1,2
Социальная организация №3;929;1,3
Социальная организация №6;930;1,25
Социальная организация №6;931;1,25
Социальная организация №3;932;1,3
Социальная организация №3;933;1,3
Социальная организация №1;934;1,2
Социальная организация №4;935;1,3
Социальная организация №5;936;1,3
Социальная организация №6;937;1,25
Социальная организация №2;938;1,25
Социальная организация №4;939;1,3
Социальная организация №3;940;1,3
Социальная организация №1;941;1,2
Социальная организация №5;942;1,3
Социальная организация №6;943;1,25
Социальная организация №5;944;1,3
Социальная организация №4;945;1,3
Социальная организация №3;946;1,3
Социальная организация №4;947;1,3
Социальная организация №3;948;1,3
Социальная организация №3;949;1,3
Социальная организация №3;950;1,3
Социальная организация №4;951;1,3
Социальная организация №6;952;1,25
Социальная организация №3;953;1,3
Социальная организация №1;954;1,2
Социальная организация №4;955;1,3
Социальная организация №3;956;1,3
Социальная организация №5;957;1,3
Социальная организация №1;958;1,2
Социальная организация №2;959;1,25
Социальная организация №4;960;1,3
Социальная организация №1;961;1,2
Социальная организация №6;962;1,25
Социальная организация №4;963;1,3
Социальная организация №4;964;1,3
Социальная организация №6;965;1,25
Социальная организация №2;966;1,25
Социальная организация №2;967;1,25
Социальная организация №5;968;1,3
Социальная организация №6;969;1,25
Социальная организация №2;970;1,25
Социальная организация №1;971;1,2
Социальная организация №3;972;1,3
Социальная организация №2;973;1,25
Социальная организация №3;974;1,3
Социальная организация №4;975;1,3
Социальная организация №3;976;1,3
Социальная организация №4;977;1,3
Социальная организация №2;978;1,25
Социальная организация №3;979;1,3
Социальная организация №5;980;1,3
Социальная организация №3;981;1,3
Социальная организация №6;982;1,25
Социальная организация №4;983;1,3
Социальная организация №6;984;1,25
Социальная организация №2;985;1,25
Социальная организация №1;986;1,2
Социальная организация №2;987;1,25
Социальная организация №6;988;1,25
Социальная организация №6;989;1,25
Социальная организация №1;990;1,2
Социальная организация №5;991;1,3
Социальная организация №3;992;1,3
Социальная организация №6;993;1,25
Социальная организация №2;994;1,25
Социальная организация №5;995;1,3
Социальная организация №3;996;1,3
Социальная организация №2;997;1,25
Социальная организация №1;998;1,2
Социальная организация №3;999;1,3
Социальная организация №4;1000;1,3
Социальная организация №6;1001;1,25
Социальная организация №3;1002;1,3
Социальная организация №2;1003;1,25
Социальная организация №4;1004;1,3
Социальная организация №3;1005;1,3
Социальная организация №5;1006;1,3
Социальная организация №2;1007;1,25
Социальная организация №2;1008;1,25
Социальная организация №5;1009;1,3
Социальная организация №2;1010;1,25
Социальная организация №3;1011;1,3
Социальная организация №4;1012;1,3
Социальная организация №2;1013;1,25
Социальная организация №6;1014;1,25
Социальная организация №2;1015;1,25
Социальная организация №1;1016;1,2
Социальная организация №4;1017;1,3
Социальная организация №6;1018;1,25
Социальная организация №2;1019;1,25
Социальная организация №2;1020;1,25
Социальная организация №1;1021;1,2
Социальная организация №5;1022;1,3
Социальная организация №5;1023;1,3
Социальная организация №4;1024;1,3
Социальная организация №6;1025;1,25
Социальная организация №2;1026;1,25
Социальная организация №4;1027;1,3
Социальная организация №5;1028;1,3
Социальная организация №4;1029;1,3
Социальная организация №3;1030;1,3
Социальная организация №1;1031;1,2
Социальная организация №2;1032;1,25
Социальная организация №5;1033;1,3
Социальная организация №1;1034;1,2
Социальная организация №4;1035;1,3
Социальная организация №2;1036;1,25
Социальная организация №6;1037;1,25
Социальная организация №2;1038;1,25
Социальная организация №2;1039;1,25
Социальная организация №6;1040;1,25
Социальная организация №6;1041;1,25
Социальная организация №1;1042;1,2
Социальная организация №4;1043;1,3
Социальная организация №1;1044;1,2
Социальная организация №1;1045;1,2
Социальная организация №3;1046;1,3
Социальная организация №4;1047;1,3
Социальная организация №6;1048;1,25
Социальная организация №2;1049;1,25
Социальная организация №6;1050;1,25
Социальная организация №6;1051;1,25
Социальная организация №2;1052;1,25
Социальная организация №6;1053;1,25
Социальная организация №4;1054;1,3
Социальная организация №6;1055;1,25
Социальная организация №1;1056;1,2
Социальная организация №5;1057;1,3
Социальная организация №5;1058;1,3
Социальная организация №4;1059;1,3
Социальная организация №4;1060;1,3
Социальная организация №4;1061;1,3
Социальная организация №6;1062;1,25
Социальная организация №1;1063;1,2
Социальная организация №1;1064;1,2
Социальная организация №4;1065;1,3
Социальная организация №5;1066;1,3
Социальная организация №1;1067;1,2
Социальная организация №2;1068;1,25
Социальная организация №6;1069;1,25
Социальная организация №1;1070;1,2
Социальная организация №1;1071;1,2
Социальная организация №3;1072;1,3
Социальная организация №2;1073;1,25
Социальная организация №1;1074;1,2
Социальная организация №2;1075;1,25
Социальная организация №4;1076;1,3
Социальная организация №3;1077;1,3
Социальная организация №4;1078;1,3
Социальная организация №2;1079;1,25
Социальная организация №2;1080;1,25
Социальная организация №5;1081;1,3
Социальная организация №1;1082;1,2
Социальная организация №5;1083;1,3
Социальная организация №1;1084;1,2
Социальная организация №2;1085;1,25
Социальная организация №3;1086;1,3
Социальная организация №1;1087;1,2
Социальная организация №5;1088;1,3
Социальная организация №4;1089;1,3
Социальная организация №2;1090;1,25
Социальная организация №2;1091;1,25
Социальная организация №4;1092;1,3
Социальная организация №1;1093;1,2
Социальная организация №1;1094;1,2
Социальная организация №3;1095;1,3
Социальная организация №6;1096;1,25
Социальная организация №4;1097;1,3
Социальная организация №1;1098;1,2
Социальная организация №2;1099;1,25
Социальная организация №6;1100;1,25
Социальная организация №3;1101;1,3
Социальная организация №5;1102;1,3
Социальная организация №1;1103;1,2
Социальная организация №2;1104;1,25
Социальная организация №6;1105;1,25
Социальная организация №1;1106;1,2
Социальная организация №1;1107;1,2
Социальная организация №5;1108;1,3
Социальная организация №2;1109;1,25
Социальная организация №2;1110;1,25
Социальная организация №2;1111;1,25
Социальная организация №4;1112;1,3
Социальная организация №1;1113;1,2
Социальная организация №5;1114;1,3
Социальная организация №5;1115;1,3
Социальная организация №2;1116;1,25
Социальная организация №1;1117;1,2
Социальная организация №3;1118;1,3
Социальная организация №1;1119;1,2
Социальная организация №6;1120;1,25
Социальная организация №5;1121;1,3
Социальная организация №1;1122;1,2
Социальная организация №2;1123;1,25
Социальная организация №2;1124;1,25
Социальная организация №1;1125;1,2
Социальная организация №6;1126;1,25
Социальная организация №3;1127;1,3
Социальная организация №5;1128;1,3
Социальная организация №6;1129;1,25
Социальная организация №5;1130;1,3
Социальная организация №4;1131;1,3
Социальная организация №1;1132;1,2
Социальная организация №2;1133;1,25
Социальная организация №3;1134;1,3
Социальная организация №1;1135;1,2
Социальная организация №3;1136;1,3
Социальная организация №5;1137;1,3
Социальная организация №4;1138;1,3
Социальная организация №2;1139;1,25
Социальная организация №1;1140;1,2
Социальная организация №2;1141;1,25
Социальная организация №4;1142;1,3
Социальная организация №2;1143;1,25
Социальная организация №3;1144;1,3
Социальная организация №2;1145;1,25
Социальная организация №5;1146;1,3
Социальная организация №5;1147;1,3
Социальная организация №6;1148;1,25
Социальная организация №3;1149;1,3
Социальная организация №1;1150;1,2
Социальная организация №1;1151;1,2
Социальная организация №3;1152;1,3
Социальная организация №1;1153;1,2
Социальная организация №1;1154;1,2
Социальная организация №1;1155;1,2
Социальная организация №3;1156;1,3
Социальная организация №3;1157;1,3
Социальная организация №4;1158;1,3
Социальная организация №3;1159;1,3
Социальная организация №3;1160;1,3
Социальная организация №2;1161;1,25
Социальная организация №5;1162;1,3
Социальная организация №1;1163;1,2
Социальная организация №4;1164;1,3
Социальная организация №5;1165;1,3
Социальная организация №4;1166;1,3
Социальная организация №1;1167;1,2
Социальная организация №6;1168;1,25
Социальная организация №2;1169;1,25
Социальная организация №4;1170;1,3
Социальная организация №6;1171;1,25
Социальная организация №4;1172;1,3
Социальная организация №2;1173;1,25
Социальная организация №5;1174;1,3
Социальная организация №4;1175;1,3
Социальная организация №3;1176;1,3
Социальная организация №3;1177;1,3
Социальная организация №3;1178;1,3
Социальная организация №4;1179;1,3
Социальная организация №6;1180;1,25
Социальная организация №4;1181;1,3
Социальная организация №1;1182;1,2
Социальная организация №2;1183;1,25
Социальная организация №1;1184;1,2
Социальная организация №3;1185;1,3
Социальная организация №5;1186;1,3
Социальная организация №2;1187;1,25
Социальная организация №3;1188;1,3
Социальная организация №1;1189;1,2
Социальная организация №6;1190;1,25
Социальная организация №5;1191;1,3
Социальная организация №5;1192;1,3
Социальная организация №2;1193;1,25
Социальная организация №3;1194;1,3
Социальная организация №3;1195;1,3
Социальная организация №5;1196;1,3
Социальная организация №6;1197;1,25
Социальная организация №5;1198;1,3
Социальная организация №6;1199;1,25
Социальная организация №2;1200;1,25
Социальная организация №1;1201;1,2
Социальная организация №2;1202;1,25
Социальная организация №6;1203;1,25
Социальная организация №1;1204;1,2
Социальная организация №6;1205;1,25
Социальная организация №1;1206;1,2
Социальная организация №2;1207;1,25
Социальная организация №4;1208;1,3
Социальная организация №1;1209;1,2
Социальная организация №1;1210;1,2
Социальная организация №1;1211;1,2
Социальная организация №2;1212;1,25
Социальная организация №6;1213;1,25
Социальная организация №1;1214;1,2
Социальная организация №4;1215;1,3
Социальная организация №3;1216;1,3
Социальная организация №6;1217;1,25
Социальная организация №6;1218;1,25
Социальная организация №1;1219;1,2
Социальная организация №6;1220;1,25
Социальная организация №6;1221;1,25
Социальная организация №5;1222;1,3
Социальная организация №3;1223;1,3
Социальная организация №4;1224;1,3
Социальная организация №6;1225;1,25
Социальная организация №1;1226;1,2
Социальная организация №4;1227;1,3
Социальная организация №5;1228;1,3
Социальная организация №4;1229;1,3
Социальная организация №6;1230;1,25
Социальная организация №6;1231;1,25
Социальная организация №5;1232;1,3
Социальная организация №5;1233;1,3
Социальная организация №4;1234;1,3
Социальная организация №4;1235;1,3
Социальная организация №1;1236;1,2
Социальная организация №3;1237;1,3
Социальная организация №4;1238;1,3
Социальная организация №5;1239;1,3
Социальная организация №4;1240;1,3
Социальная организация №3;1241;1,3
Социальная организация №1;1242;1,2
Социальная организация №1;1243;1,2
Социальная организация №4;1244;1,3
Социальная организация №4;1245;1,3
Социальная организация №6;1246;1,25
Социальная организация №1;1247;1,2
Социальная организация №4;1248;1,3
Социальная организация №1;1249;1,2
Социальная организация №4;1250;1,3
Социальная организация №5;1251;1,3
Социальная организация №4;1252;1,3
Социальная организация №1;1253;1,2
Социальная организация №4;1254;1,3
Социальная организация №3;1255;1,3
Социальная организация №5;1256;1,3
Социальная организация №2;1257;1,25
Социальная организация №2;1258;1,25
Социальная организация №1;1259;1,2
Социальная организация №3;1260;1,3
Социальная организация №1;1261;1,2
Социальная организация №5;1262;1,3
Социальная организация №1;1263;1,2
Социальная организация №3;1264;1,3
Социальная организация №1;1265;1,2
Социальная организация №1;1266;1,2
Социальная организация №2;1267;1,25
Социальная организация №5;1268;1,3
Социальная организация №4;1269;1,3
Социальная организация №4;1270;1,3
Социальная организация №6;1271;1,25
Социальная организация №2;1272;1,25
Социальная организация №3;1273;1,3
Социальная организация №5;1274;1,3
Социальная организация №4;1275;1,3
Социальная организация №5;1276;1,3
Социальная организация №6;1277;1,25
Социальная организация №4;1278;1,3
Социальная организация №1;1279;1,2
Социальная организация №2;1280;1,25
Социальная организация №2;1281;1,25
Социальная организация №5;1282;1,3
Социальная организация №4;1283;1,3
Социальная организация №5;1284;1,3
Социальная организация №5;1285;1,3
Социальная организация №4;1286;1,3
Социальная организация №5;1287;1,3
Социальная организация №6;1288;1,25
Социальная организация №5;1289;1,3
Социальная организация №4;1290;1,3
Социальная организация №5;1291;1,3
Социальная организация №3;1292;1,3
Социальная организация №3;1293;1,3
Социальная организация №3;1294;1,3
Социальная организация №2;1295;1,25
Социальная организация №1;1296;1,2
Социальная организация №6;1297;1,25
Социальная организация №1;1298;1,2
Социальная организация №5;1299;1,3
Социальная организация №6;1300;1,25
Социальная организация №1;1301;1,2
Социальная организация №2;1302;1,25
Социальная организация №4;1303;1,3
Социальная организация №5;1304;1,3
Социальная организация №1;1305;1,2
Социальная организация №5;1306;1,3
Социальная организация №4;1307;1,3
Социальная организация №4;1308;1,3
Социальная организация №3;1309;1,3
Социальная организация №4;1310;1,3
Социальная организация №1;1311;1,2
Социальная организация №1;1312;1,2
Социальная организация №4;1313;1,3
Социальная организация №4;1314;1,3
Социальная организация №4;1315;1,3
Социальная организация №2;1316;1,25
Социальная организация №4;1317;1,3
Социальная организация №3;1318;1,3
Социальная организация №3;1319;1,3
Социальная организация №3;1320;1,3
Социальная организация №6;1321;1,25
Социальная организация №4;1322;1,3
Социальная организация №2;1323;1,25
Социальная организация №4;1324;1,3
Социальная организация №2;1325;1,25
Социальная организация №4;1326;1,3
Социальная организация №1;1327;1,2
Социальная организация №1;1328;1,2
Социальная организация №6;1329;1,25
Социальная организация №3;1330;1,3
Социальная организация №2;1331;1,25
Социальная организация №2;1332;1,25
Социальная организация №2;1333;1,25
Социальная организация №2;1334;1,25
Социальная организация №2;1335;1,25
Социальная организация №1;1336;1,2
Социальная организация №3;1337;1,3
Социальная организация №1;1338;1,2
Социальная организация №5;1339;1,3
Социальная организация №2;1340;1,25
Социальная организация №3;1341;1,3
Социальная организация №3;1342;1,3
Социальная организация №3;1343;1,3
Социальная организация №5;1344;1,3
Социальная организация №4;1345;1,3
Социальная организация №3;1346;1,3
Социальная организация №6;1347;1,25
Социальная организация №1;1348;1,2
Социальная организация №5;1349;1,3
Социальная организация №6;1350;1,25
Социальная организация №1;1351;1,2
Социальная организация №6;1352;1,25
Социальная организация №5;1353;1,3
Социальная организация №1;1354;1,2
Социальная организация №4;1355;1,3
Социальная организация №2;1356;1,25
Социальная организация №5;1357;1,3
Социальная организация №6;1358;1,25
Социальная организация №1;1359;1,2
Социальная организация №6;1360;1,25
Социальная организация №6;1361;1,25
Социальная организация №1;1362;1,2
Социальная организация №6;1363;1,25
Социальная организация №4;1364;1,3
Социальная организация №2;1365;1,25
Социальная организация №3;1366;1,3
Социальная организация №6;1367;1,25
Социальная организация №5;1368;1,3
Социальная организация №2;1369;1,25
Социальная организация №4;1370;1,3
Социальная организация №5;1371;1,3
Социальная организация №1;1372;1,2
Социальная организация №5;1373;1,3
Социальная организация №6;1374;1,25
Социальная организация №2;1375;1,25
Социальная организация №1;1376;1,2
Социальная организация №5;1377;1,3
Социальная организация №2;1378;1,25
Социальная организация №3;1379;1,3
Социальная организация №3;1380;1,3
Социальная организация №1;1381;1,2
Социальная организация №5;1382;1,3
Социальная организация №5;1383;1,3
Социальная организация №4;1384;1,3
Социальная организация №6;1385;1,25
Социальная организация №4;1386;1,3
Социальная организация №1;1387;1,2
Социальная организация №1;1388;1,2
Социальная организация №3;1389;1,3
Социальная организация №3;1390;1,3
Социальная организация №1;1391;1,2
Социальная организация №2;1392;1,25
Социальная организация №4;1393;1,3
Социальная организация №4;1394;1,3
Социальная организация №5;1395;1,3
Социальная организация №1;1396;1,2
Социальная организация №6;1397;1,25
Социальная организация №2;1398;1,25
Социальная организация №4;1399;1,3
Социальная организация №5;1400;1,3
Социальная организация №5;1401;1,3
Социальная организация №6;1402;1,25
Социальная организация №6;1403;1,25
Социальная организация №1;1404;1,2
Социальная организация №4;1405;1,3
Социальная организация №3;1406;1,3
Социальная организация №4;1407;1,3
Социальная организация №5;1408;1,3
Социальная организация №5;1409;1,3
Социальная организация №2;1410;1,25
Социальная организация №3;1411;1,3
Социальная организация №1;1412;1,2
Социальная организация №4;1413;1,3
Социальная организация №5;1414;1,3
Социальная организация №1;1415;1,25
Социальная организация №1;1416;1,25
Социальная организация №1;1417;1,25
Социальная организация №1;1418;1,25
Социальная организация №1;1419;1,2
Социальная организация №1;1420;1,25
Социальная организация №1;1421;1,3
Социальная организация №1;1422;1,3
Социальная организация №1;1423;1,3
Социальная организация №1;1424;1,25
Социальная организация №1;1425;1,3
Социальная организация №1;1426;1,3
Социальная организация №1;1427;1,3
Социальная организация №1;1428;1,25
Социальная организация №1;1429;1,3
Социальная организация №1;1430;1,2
Социальная организация №1;1431;1,3
Социальная организация №1;1432;1,3
Социальная организация №2;1433;1,25
Социальная организация №6;1434;1,25
Социальная организация №5;1435;1,3
Социальная организация №6;1436;1,25
Социальная организация №1;1437;1,2
Социальная организация №2;1438;1,25
Социальная организация №2;1439;1,25
Социальная организация №6;1440;1,25
Социальная организация №4;1441;1,3
Социальная организация №4;1442;1,3
Социальная организация №6;1443;1,25
Социальная организация №1;1444;1,2
Социальная организация №6;1445;1,25
Социальная организация №1;1446;1,2
Социальная организация №4;1447;1,3
Социальная организация №6;1448;1,25
Социальная организация №4;1449;1,3
Социальная организация №1;1450;1,2
Социальная организация №4;1451;1,3
Социальная организация №5;1452;1,3
Социальная организация №6;1453;1,25
Социальная организация №2;1454;1,25
Социальная организация №6;1455;1,25
Социальная организация №2;1456;1,25
Социальная организация №4;1457;1,3
Социальная организация №4;1458;1,3
Социальная организация №4;1459;1,3
Социальная организация №4;1460;1,3
Социальная организация №5;1461;1,3
Социальная организация №5;1462;1,3
Социальная организация №1;1463;1,2
Социальная организация №6;1464;1,25
Социальная организация №5;1465;1,3
Социальная организация №4;1466;1,3
Социальная организация №1;1467;1,2
Социальная организация №4;1468;1,3
Социальная организация №4;1469;1,3
Социальная организация №6;1470;1,25
Социальная организация №3;1471;1,3
Социальная организация №5;1472;1,3
Социальная организация №1;1473;1,2
Социальная организация №3;1474;1,3
Социальная организация №2;1475;1,25
Социальная организация №4;1476;1,3
Социальная организация №5;1477;1,3
Социальная организация №1;1478;1,2
Социальная организация №4;1479;1,3
Социальная организация №1;1480;1,2
Социальная организация №2;1481;1,25
Социальная организация №1;1482;1,2
Социальная организация №3;1483;1,3
Социальная организация №2;1484;1,25
Соц организация 2;1485;1,25
Социальная организация №4;1486;1,3
Социальная организация №1;1487;1,2
Социальная организация №3;1488;1,3
Социальная организация №4;1489;1,3
Социальная организация №6;1490;1,25
Социальная организация №3;1491;1,3
Социальная организация №3;1492;1,3
Социальная организация №5;1493;1,3
Социальная организация №3;1494;1,3
Соц организация 2;1495;1,25
Социальная организация №1;1496;1,2
Социальная организация №4;1497;1,3
Социальная организация №3;1498;1,3
Социальная организация №3;1499;1,3
Соц организация 2;1500;1,25
Социальная организация №6;1501;1,25
Социальная организация №3;1502;1,3
Соц организация 2;1503;1,25
Соц организация 2;1504;1,25
Социальная организация №6;1505;1,25
Социальная организация №1;1506;1,2
Социальная организация №4;1507;1,3
Соц организация 2;1508;1,25
Соц организация 2;1509;1,25
Социальная организация №6;1510;1,25
Социальная организация №1;1511;1,2
Социальная организация №6;1512;1,25
Социальная организация №6;1513;1,25
Социальная организация №3;1514;1,3
Социальная организация 2;1515;1,25
Социальная организация №1;1516;1,2
Социальная организация №5;1517;1,3
Социальная организация №3;1518;1,3
Социальная организация №5;1519;1,3
Социальная организация №1;1520;1,2
Социальная организация №4;1521;1,3
Социальная организация №3;1522;1,3
Социальная организация №1;1523;1,2
Социальная организация 2;1524;1,25
Социальная организация №1;1525;1,2
Социальная организация №4;1526;1,3
Социальная организация №6;1527;1,25
Социальная организация №3;1528;1,3
Социальная организация 2;1529;1,25
Социальная организация №1;1530;1,2
Социальная организация 2;1531;1,25
Социальная организация №4;1532;1,3
Социальная организация №5;1533;1,3
Социальная организация №1;1534;1,2
Социальная организация №1;1535;1,2
Социальная организация №5;1536;1,3
Социальная организация №1;1537;1,2
Социальная организация №5;1538;1,3
Социальная организация №4;1539;1,3
Социальная организация №6;1540;1,25
Социальная организация №4;1541;1,3
Социальная организация №6;1542;1,25
Социальная организация №5;1543;1,3
Социальная организация №1;1544;1,2
Социальная организация 2;1545;1,25
Социальная организация №6;1546;1,25
Социальная организация №3;1547;1,3
Социальная организация №3;1548;1,3
Социальная организация №6;1549;1,25
Социальная организация №6;1550;1,25
Социальная организация №3;1551;1,3
Социальная организация 2;1552;1,25
Социальная организация №1;1553;1,2
Социальная организация №1;1554;1,2
Социальная организация №1;1555;1,2
Социальная организация №3;1556;1,3
Социальная организация №3;1557;1,3
Социальная организация №3;1558;1,3
Социальная организация №3;1559;1,3
Социальная организация №5;1560;1,3
Социальная организация №6;1561;1,25
Социальная организация №6;1562;1,25
Социальная организация №5;1563;1,3
Социальная организация №6;1564;1,25
Социальная организация №6;1565;1,25
Социальная организация №5;1566;1,3
Социальная организация 2;1567;1,25
Социальная организация №5;1568;1,3
Социальная организация №3;1569;1,3
Социальная организация №4;1570;1,3
Социальная организация №6;1571;1,25
Социальная организация №1;1572;1,2
Социальная организация №3;1573;1,3
Социальная организация №4;1574;1,3
Социальная организация №5;1575;1,3
Социальная организация №5;1576;1,3
Социальная организация №5;1577;1,3
Социальная организация №4;1578;1,3
Социальная организация 2;1579;1,25
Социальная организация 2;1580;1,25
Социальная организация №4;1581;1,3
Социальная организация №1;1582;1,2
Социальная организация №3;1583;1,3
Социальная организация №3;1584;1,3
Социальная организация №5;1585;1,3
Социальная организация №4;1586;1,3
Социальная организация №6;1587;1,25
Социальная организация №3;1588;1,3
Социальная организация 2;1589;1,25
Социальная организация №6;1590;1,25
Социальная организация №6;1591;1,25
Социальная организация №1;1592;1,2
Социальная организация 2;1593;1,25
Социальная организация №5;1594;1,3
Социальная организация №1;1595;1,2
Социальная организация №4;1596;1,3
Социальная организация №6;1597;1,25
Социальная организация №4;1598;1,3
Социальная организация №6;1599;1,25
Социальная организация №5;1600;1,3
Социальная организация 2;1601;1,25
Социальная организация №6;1602;1,25
Социальная организация №2;1603;1,25
Социальная организация №5;1604;1,3
Социальная организация №6;1605;1,25
Социальная организация №4;1606;1,3
Социальная организация №6;1607;1,25
Социальная организация №4;1608;1,3
Социальная организация №4;1609;1,3
Социальная организация №3;1610;1,3
Соц организация №1;1611;1,2
Социальная организация №2;1612;1,25
Соц организация №1;1613;1,2
Социальная организация №4;1614;1,3
Социальная организация №3;1615;1,3
Соц организация №1;1616;1,2
Социальная организация №6;1617;1,25
Социальная организация №6;1618;1,25
Социальная организация №6;1619;1,25
Социальная организация №6;1620;1,25
Социальная организация №5;1621;1,3
Соц организация №1;1622;1,2
Социальная организация №6;1623;1,25
Социальная организация №4;1624;1,3
Соц организация №1;1625;1,2
Соц организация №1;1626;1,2
Социальная организация №5;1627;1,3
Социальная организация №4;1628;1,3
Соц организация №1;1629;1,2
Социальная организация №3;1630;1,3
Социальная организация №6;1631;1,25
Социальная организация №4;1632;1,3
Соц организация №1;1633;1,2
Соц организация №1;1634;1,2
Социальная организация №5;1635;1,3
Социальная организация №4;1636;1,3
Социальная организация №3;1637;1,3
Социальная организация №2;1638;1,25
Социальная организация №4;1639;1,3
Социальная организация №6;1640;1,25
Социальная организация №5;1641;1,3
Социальная организация №5;1642;1,3
Социальная организация №6;1643;1,25
Социальная организация №3;1644;1,3
Социальная организация №6;1645;1,25
Соц организация №1;1646;1,2
Социальная организация №3;1647;1,3
Социальная организация №2;1648;1,25
Социальная организация №3;1649;1,3
Социальная организация №4;1650;1,3
Социальная организация №5;1651;1,3
Социальная организация №4;1652;1,3
Социальная организация №4;1653;1,3
Социальная организация №4;1654;1,3
Соц организация №1;1655;1,2
Соц организация №1;1656;1,2
Социальная организация №4;1657;1,3
Социальная организация №5;1658;1,3
Социальная организация №5;1659;1,3
Соц организация №1;1660;1,2
Социальная организация №5;1661;1,3
Соц организация №1;1662;1,2
Социальная организация №5;1663;1,3
Социальная организация №4;1664;1,3
Социальная организация №3;1665;1,3
Социальная организация №3;1666;1,3
Соц организация №1;1667;1,2
Социальная организация №3;1668;1,3
Социальная организация №6;1669;1,25
Соц организация №1;1670;1,2
Социальная организация №2;1671;1,25
Социальная организация №2;1672;1,25
Социальная организация №2;1673;1,25
Социальная организация №2;1674;1,25
Социальная организация №2;1675;1,25
Соц организация №1;1676;1,2
Социальная организация №2;1677;1,25
Социальная организация №2;1678;1,25
Социальная организация №5;1679;1,3
Социальная организация №5;1680;1,3
Социальная организация №3;1681;1,3
Социальная организация №4;1682;1,3
Социальная организация №5;1683;1,3
Социальная организация №6;1684;1,25
Социальная организация №4;1685;1,3
Социальная организация №6;1686;1,25
Соц организация №1;1687;1,2
Социальная организация №2;1688;1,25
Социальная организация №5;1689;1,3
Социальная организация №4;1690;1,3
Социальная организация №3;1691;1,3
Социальная организация №2;1692;1,25
Социальная организация №1;1693;1,2
Социальная организация №2;1694;1,25
Социальная организация №5;1695;1,3
Социальная организация №5;1696;1,3
Социальная организация №3;1697;1,3
Социальная организация №5;1698;1,3
Социальная организация №3;1699;1,3
Социальная организация №4;1700;1,3
Социальная организация №1;1701;1,2
Социальная организация №4;1702;1,3
Социальная организация №5;1703;1,3
Социальная организация №4;1704;1,3
Социальная организация №5;1705;1,3
Социальная организация №6;1706;1,25
Социальная организация №6;1707;1,25
Социальная организация №3;1708;1,3
Социальная организация №5;1709;1,3
Социальная организация №4;1710;1,3
Социальная организация №5;1711;1,3
Социальная организация №4;1712;1,3
Социальная организация №5;1713;1,3
Социальная организация №6;1714;1,25
Социальная организация №4;1715;1,3
Социальная организация №4;1716;1,3
Социальная организация №2;1717;1,25
Социальная организация №4;1718;1,3
Социальная организация №1;1719;1,2
Социальная организация №2;1720;1,25
Социальная организация №5;1721;1,3
Социальная организация №3;1722;1,3
Социальная организация №4;1723;1,3
Социальная организация №4;1724;1,3
Социальная организация №5;1725;1,3
Социальная организация №2;1726;1,25
Социальная организация №4;1727;1,3
Социальная организация №2;1728;1,25
Социальная организация №5;1729;1,3
Социальная организация №4;1730;1,3
Социальная организация №4;1731;1,3
Социальная организация №5;1732;1,3
Социальная организация №3;1733;1,3
Социальная организация №1;1734;1,2
Социальная организация №4;1735;1,3
Социальная организация №6;1736;1,25
Социальная организация №1;1737;1,2
Социальная организация №1;1738;1,2
Социальная организация №3;1739;1,3
Социальная организация №2;1740;1,25
Социальная организация №3;1741;1,3
Социальная организация №4;1742;1,3
Социальная организация №1;1743;1,2
Социальная организация №4;1744;1,3
Социальная организация №3;1745;1,3
Социальная организация №2;1746;1,25
Социальная организация №6;1747;1,25
Социальная организация №5;1748;1,3
Социальная организация №6;1749;1,25
Социальная организация №6;1750;1,25
Социальная организация №6;1751;1,25
Социальная организация №6;1752;1,25
Социальная организация №5;1753;1,3
Социальная организация №1;1754;1,2
Социальная организация №1;1755;1,2
Социальная организация №4;1756;1,3
Социальная организация №5;1757;1,3
Социальная организация №3;1758;1,3
Социальная организация №1;1759;1,2
Социальная организация №1;1760;1,2
Социальная организация №4;1761;1,3
Социальная организация №3;1762;1,3
Социальная организация №5;1763;1,3
Социальная организация №4;1764;1,3
Социальная организация №4;1765;1,3
Социальная организация №1;1766;1,2
Социальная организация №4;1767;1,3
Социальная организация №6;1768;1,25
Социальная организация №6;1769;1,25
Социальная организация №2;1770;1,25
Социальная организация №4;1771;1,3
Социальная организация №5;1772;1,3
Социальная организация №3;1773;1,3
Социальная организация №2;1774;1,25
Социальная организация №5;1775;1,3
Социальная организация №2;1776;1,25
Социальная организация №1;1777;1,2
Социальная организация №1;1778;1,25
Социальная организация №1;1779;1,25
Социальная организация №1;1780;1,3
Социальная организация №1;1781;1,25
Социальная организация №1;1782;1,3
Социальная организация №1;1783;1,3
Социальная организация №1;1784;1,25
Социальная организация №1;1785;1,25
Социальная организация №1;1786;1,25
Социальная организация №1;1787;1,2
Социальная организация №1;1788;1,25
Социальная организация №1;1789;1,3
Социальная организация №1;1790;1,25
Социальная организация №1;1791;1,3
Социальная организация №1;1792;1,2
Социальная организация №1;1793;1,3
Социальная организация №5;1794;1,3
Социальная организация №1;1795;1,2
Социальная организация №6;1796;1,25
Социальная организация №2;1797;1,25
Социальная организация №4;1798;1,3
Социальная организация №2;1799;1,25
Социальная организация №2;1800;1,25
Социальная организация №1;1801;1,2
Социальная организация №2;1802;1,25
Социальная организация №1;1803;1,2
Социальная организация №2;1804;1,25
Социальная организация №1;1805;1,2
Социальная организация №4;1806;1,3
